OrderID,OrderDate,Region,Segment,Category,SubCategory,Quantity,Sales,Discount,Profit
2315,2023-12-27,East,Consumer,Technology,Machines,4,2049.12,0.1,477.81
648,2023-12-27,East,Home Office,Furniture,Chairs,9,1676.76,0.1,467.63
2161,2023-12-28,West,Home Office,Furniture,Chairs,3,1165.33,0.1,264.13
2653,2023-12-28,South,Corporate,Technology,Machines,1,281.93,0.1,45.61
1609,2023-12-29,West,Consumer,Office Supplies,Binders,2,67.88,0.1,7.47
1627,2023-12-29,North,Consumer,Office Supplies,Storage,8,258.46,0.3,-20.04
886,2023-12-29,East,Consumer,Technology,Machines,2,564.41,0.15,89.3
1108,2023-12-29,East,Corporate,Furniture,Chairs,6,1002.75,0.1,126.85
1339,2023-12-29,West,Home Office,Technology,Accessories,3,1858.77,0.3,-28.44
2108,2023-12-30,South,Consumer,Technology,Accessories,8,3685.47,0.1,966.67
1883,2023-12-30,South,Corporate,Furniture,Bookcases,5,1972.32,0.1,307.05
1454,2023-12-30,East,Consumer,Technology,Machines,4,1436.6,0.1,157.15
1279,2023-12-30,South,Home Office,Furniture,Tables,2,482.1,0.0,136.36
2798,2023-12-30,South,Home Office,Office Supplies,Storage,3,191.13,0.15,-6.69
2297,2023-12-30,East,Home Office,Technology,Phones,2,903.22,0.0,167.28
878,2023-12-31,West,Consumer,Furniture,Tables,4,827.63,0.1,191.87
2069,2023-12-31,East,Corporate,Office Supplies,Storage,1,45.79,0.3,4.93
1649,2023-12-31,West,Home Office,Technology,Machines,9,3475.36,0.0,1030.31
1368,2023-12-31,North,Home Office,Technology,Accessories,3,1639.35,0.0,488.39
619,2023-12-31,North,Home Office,Technology,Machines,1,305.45,0.1,43.12
324,2023-12-31,East,Consumer,Office Supplies,Storage,7,259.19,0.0,59.87
1774,2024-01-01,West,Corporate,Office Supplies,Storage,9,422.77,0.15,19.72
1529,2024-01-01,North,Corporate,Office Supplies,Storage,9,396.27,0.1,50.26
2974,2024-01-01,West,Consumer,Office Supplies,Binders,1,41.88,0.3,0.73
2530,2024-01-01,South,Corporate,Office Supplies,Paper,2,82.06,0.0,8.48
1968,2024-01-02,West,Home Office,Office Supplies,Paper,7,210.59,0.0,72.99
2647,2024-01-02,East,Corporate,Furniture,Tables,9,3360.05,0.0,293.5
60,2024-01-02,South,Consumer,Technology,Phones,1,578.37,0.1,9.59
573,2024-01-02,South,Home Office,Office Supplies,Binders,6,304.16,0.0,85.06
2550,2024-01-03,West,Home Office,Office Supplies,Binders,3,98.48,0.1,-0.22
548,2024-01-04,East,Home Office,Office Supplies,Storage,9,509.78,0.1,116.7
919,2024-01-04,North,Corporate,Furniture,Tables,7,1717.48,0.0,174.43
656,2024-01-04,East,Home Office,Furniture,Bookcases,6,1116.65,0.1,100.76
2567,2024-01-05,East,Consumer,Furniture,Bookcases,5,1707.35,0.0,234.27
1825,2024-01-05,East,Home Office,Technology,Accessories,8,2471.45,0.2,75.54
428,2024-01-05,North,Home Office,Technology,Phones,7,3693.89,0.3,104.45
1899,2024-01-06,East,Home Office,Technology,Machines,8,3828.35,0.0,514.77
1140,2024-01-06,North,Consumer,Office Supplies,Storage,9,288.0,0.0,72.79
2855,2024-01-06,North,Consumer,Office Supplies,Storage,3,109.24,0.0,11.68
1343,2024-01-06,East,Home Office,Furniture,Bookcases,2,631.36,0.15,22.51
1207,2024-01-06,South,Corporate,Furniture,Chairs,2,461.22,0.3,49.77
1439,2024-01-07,South,Consumer,Technology,Accessories,1,242.26,0.3,-18.2
683,2024-01-08,East,Consumer,Technology,Phones,2,1125.81,0.1,64.26
15,2024-01-08,East,Consumer,Furniture,Tables,6,2238.45,0.0,164.95
347,2024-01-08,North,Home Office,Office Supplies,Paper,7,303.46,0.1,29.54
2123,2024-01-08,West,Home Office,Furniture,Chairs,1,340.88,0.3,-19.99
693,2024-01-08,South,Home Office,Furniture,Chairs,1,213.67,0.3,-15.73
820,2024-01-09,South,Consumer,Furniture,Bookcases,6,1933.72,0.1,96.78
724,2024-01-09,North,Home Office,Office Supplies,Binders,9,355.39,0.0,106.89
2220,2024-01-09,East,Corporate,Technology,Machines,6,1692.52,0.0,580.87
193,2024-01-09,East,Home Office,Office Supplies,Binders,3,125.08,0.15,9.6
1410,2024-01-09,North,Consumer,Technology,Accessories,8,2938.61,0.0,766.95
2572,2024-01-09,South,Corporate,Technology,Accessories,1,260.61,0.3,21.06
1917,2024-01-10,East,Consumer,Office Supplies,Paper,4,109.33,0.0,12.66
319,2024-01-10,South,Consumer,Office Supplies,Binders,2,51.05,0.1,10.18
2011,2024-01-10,South,Corporate,Office Supplies,Storage,8,309.48,0.2,-11.2
532,2024-01-11,South,Home Office,Office Supplies,Binders,6,252.57,0.15,53.55
2914,2024-01-11,North,Consumer,Office Supplies,Binders,4,112.71,0.0,23.75
1010,2024-01-11,West,Consumer,Furniture,Tables,7,1674.57,0.0,295.17
2159,2024-01-11,North,Consumer,Office Supplies,Paper,5,282.95,0.1,73.85
1496,2024-01-11,South,Corporate,Technology,Accessories,4,1942.45,0.2,302.95
2687,2024-01-12,North,Home Office,Office Supplies,Paper,1,45.02,0.1,4.9
177,2024-01-12,South,Home Office,Technology,Phones,9,4251.65,0.1,656.5
930,2024-01-12,East,Corporate,Furniture,Bookcases,8,3118.47,0.15,612.62
1486,2024-01-12,West,Consumer,Office Supplies,Storage,4,103.97,0.0,8.9
1318,2024-01-13,South,Consumer,Office Supplies,Storage,9,516.85,0.15,96.07
1750,2024-01-13,East,Consumer,Office Supplies,Storage,6,355.73,0.1,3.55
2564,2024-01-13,South,Corporate,Furniture,Chairs,7,1931.69,0.2,84.94
2171,2024-01-13,South,Consumer,Office Supplies,Binders,3,141.21,0.15,-2.42
1124,2024-01-13,South,Consumer,Office Supplies,Paper,3,124.64,0.0,37.89
2934,2024-01-14,North,Consumer,Technology,Machines,4,1554.24,0.1,286.03
1026,2024-01-14,West,Home Office,Office Supplies,Paper,7,265.5,0.15,18.36
113,2024-01-14,South,Home Office,Office Supplies,Binders,5,198.36,0.1,29.68
94,2024-01-15,West,Corporate,Office Supplies,Binders,6,326.61,0.1,14.4
500,2024-01-15,North,Consumer,Office Supplies,Binders,2,68.65,0.1,2.06
1221,2024-01-15,West,Corporate,Technology,Phones,8,3587.17,0.1,586.5
2422,2024-01-15,East,Corporate,Office Supplies,Paper,6,193.13,0.15,8.25
1510,2024-01-15,West,Corporate,Office Supplies,Paper,4,181.36,0.2,40.72
2920,2024-01-16,East,Home Office,Furniture,Tables,8,1772.24,0.1,221.39
2058,2024-01-16,North,Home Office,Office Supplies,Paper,5,237.87,0.0,30.4
2366,2024-01-16,West,Home Office,Office Supplies,Paper,5,124.81,0.0,17.87
1259,2024-01-16,West,Corporate,Office Supplies,Binders,9,454.07,0.3,-4.03
2696,2024-01-16,West,Home Office,Furniture,Tables,5,1049.8,0.2,122.35
2255,2024-01-16,North,Corporate,Technology,Accessories,7,3930.11,0.1,37.11
1922,2024-01-16,East,Home Office,Technology,Machines,6,2361.3,0.1,591.87
1686,2024-01-16,West,Corporate,Office Supplies,Binders,1,39.52,0.1,3.11
1714,2024-01-17,South,Corporate,Office Supplies,Storage,9,259.34,0.0,64.4
2400,2024-01-17,South,Consumer,Office Supplies,Binders,2,73.19,0.1,7.14
2559,2024-01-17,East,Corporate,Technology,Phones,5,1999.82,0.1,148.48
2997,2024-01-17,East,Consumer,Office Supplies,Binders,4,139.52,0.15,17.04
1884,2024-01-17,West,Home Office,Technology,Accessories,5,2936.93,0.1,423.69
1834,2024-01-18,South,Corporate,Office Supplies,Binders,6,253.22,0.0,60.4
2910,2024-01-18,North,Home Office,Furniture,Chairs,2,538.05,0.1,88.8
2856,2024-01-19,South,Corporate,Technology,Accessories,3,1217.22,0.1,138.04
570,2024-01-19,West,Consumer,Office Supplies,Storage,9,554.72,0.0,122.17
2007,2024-01-19,West,Consumer,Technology,Machines,2,648.04,0.15,107.42
739,2024-01-20,South,Home Office,Office Supplies,Paper,6,206.8,0.0,12.09
218,2024-01-20,West,Home Office,Office Supplies,Binders,3,93.94,0.2,1.48
2157,2024-01-20,North,Consumer,Technology,Accessories,1,324.5,0.0,62.1
2519,2024-01-20,South,Consumer,Office Supplies,Binders,3,103.58,0.15,25.22
176,2024-01-20,North,Home Office,Technology,Accessories,2,1009.35,0.1,-8.48
1267,2024-01-21,North,Corporate,Office Supplies,Storage,9,420.89,0.0,139.05
377,2024-01-21,North,Home Office,Office Supplies,Paper,6,227.95,0.2,-0.02
2959,2024-01-21,South,Home Office,Furniture,Bookcases,1,222.99,0.3,32.23
205,2024-01-21,East,Corporate,Technology,Phones,3,1382.25,0.15,117.31
1155,2024-01-21,East,Consumer,Technology,Phones,3,1213.5,0.3,-32.69
877,2024-01-21,West,Corporate,Office Supplies,Binders,7,403.71,0.2,21.46
2444,2024-01-21,West,Corporate,Office Supplies,Binders,1,42.23,0.0,11.14
24,2024-01-21,East,Corporate,Furniture,Chairs,1,151.92,0.0,9.27
1763,2024-01-21,East,Home Office,Furniture,Tables,5,1169.37,0.0,236.15
1722,2024-01-22,West,Home Office,Office Supplies,Binders,8,192.2,0.1,26.13
1746,2024-01-22,North,Home Office,Office Supplies,Storage,5,259.8,0.1,38.8
2960,2024-01-22,East,Home Office,Office Supplies,Storage,3,121.71,0.0,14.68
650,2024-01-22,North,Corporate,Technology,Machines,5,1304.67,0.15,278.75
206,2024-01-22,South,Corporate,Furniture,Bookcases,6,2313.58,0.0,420.0
51,2024-01-23,North,Home Office,Furniture,Tables,5,1742.76,0.0,545.71
68,2024-01-23,North,Corporate,Furniture,Bookcases,7,1327.59,0.2,235.16
1490,2024-01-24,North,Corporate,Technology,Accessories,5,2357.39,0.0,680.56
777,2024-01-24,South,Home Office,Technology,Phones,5,1589.1,0.15,9.92
714,2024-01-25,East,Consumer,Furniture,Chairs,5,1228.41,0.15,63.5
70,2024-01-25,East,Home Office,Office Supplies,Paper,8,460.59,0.0,57.13
2387,2024-01-25,East,Home Office,Furniture,Chairs,8,1591.91,0.3,-156.59
1839,2024-01-25,West,Consumer,Technology,Machines,2,1268.35,0.0,182.12
1428,2024-01-26,East,Consumer,Furniture,Tables,5,1139.26,0.0,352.48
2536,2024-01-26,East,Home Office,Technology,Machines,2,1265.33,0.1,343.6
2906,2024-01-26,East,Consumer,Furniture,Tables,1,196.87,0.2,37.48
1226,2024-01-26,South,Corporate,Furniture,Bookcases,1,363.77,0.15,32.86
1055,2024-01-26,South,Home Office,Office Supplies,Storage,6,251.61,0.0,21.66
965,2024-01-27,South,Corporate,Technology,Accessories,9,5264.41,0.0,1347.83
310,2024-01-27,South,Consumer,Office Supplies,Paper,3,169.19,0.1,35.37
2373,2024-01-27,East,Home Office,Office Supplies,Paper,4,238.72,0.2,54.76
1784,2024-01-27,East,Corporate,Technology,Phones,2,712.33,0.0,202.94
109,2024-01-27,North,Home Office,Office Supplies,Storage,8,320.3,0.15,66.29
2674,2024-01-28,North,Corporate,Office Supplies,Paper,8,261.97,0.15,12.0
441,2024-01-28,North,Consumer,Technology,Phones,8,3575.07,0.2,484.61
2491,2024-01-28,East,Home Office,Furniture,Bookcases,9,1370.64,0.15,175.49
137,2024-01-28,West,Home Office,Office Supplies,Paper,7,189.55,0.0,63.58
379,2024-01-28,East,Consumer,Technology,Phones,2,775.31,0.0,118.8
609,2024-01-28,South,Home Office,Furniture,Bookcases,7,2614.45,0.3,-265.48
537,2024-01-29,North,Corporate,Technology,Phones,7,1899.24,0.1,37.04
908,2024-01-29,East,Corporate,Office Supplies,Binders,5,260.55,0.15,38.75
1625,2024-01-29,West,Home Office,Furniture,Tables,1,319.94,0.0,61.64
1942,2024-01-30,West,Consumer,Office Supplies,Storage,6,227.96,0.3,3.36
1766,2024-01-30,East,Consumer,Office Supplies,Storage,3,173.13,0.0,23.44
2468,2024-01-30,North,Home Office,Technology,Machines,4,1369.99,0.2,219.4
1573,2024-01-30,West,Home Office,Office Supplies,Binders,1,60.86,0.1,2.55
577,2024-01-31,South,Consumer,Office Supplies,Paper,7,437.67,0.3,43.49
1271,2024-01-31,West,Consumer,Furniture,Bookcases,9,3497.28,0.0,942.5
1109,2024-01-31,West,Corporate,Technology,Phones,8,2638.91,0.15,454.84
563,2024-01-31,North,Home Office,Office Supplies,Binders,2,56.04,0.1,-0.15
512,2024-02-01,South,Corporate,Technology,Accessories,5,1332.11,0.3,-29.28
2485,2024-02-01,South,Home Office,Technology,Accessories,8,4710.6,0.1,985.04
1701,2024-02-01,North,Corporate,Technology,Accessories,9,3124.83,0.0,1022.79
558,2024-02-01,West,Corporate,Furniture,Tables,6,2328.4,0.1,417.86
1460,2024-02-01,North,Consumer,Office Supplies,Paper,8,466.13,0.1,67.78
2067,2024-02-01,North,Home Office,Technology,Phones,4,1715.62,0.0,587.36
2604,2024-02-01,South,Home Office,Technology,Phones,3,783.57,0.0,44.06
590,2024-02-02,West,Home Office,Furniture,Bookcases,9,2073.45,0.0,182.81
307,2024-02-02,South,Corporate,Technology,Machines,3,1294.19,0.1,197.25
136,2024-02-02,North,Home Office,Office Supplies,Storage,2,86.64,0.0,11.8
2350,2024-02-03,West,Consumer,Office Supplies,Paper,1,42.52,0.0,2.36
2758,2024-02-03,North,Corporate,Technology,Phones,6,1725.83,0.0,520.07
2834,2024-02-03,East,Home Office,Office Supplies,Storage,4,204.98,0.0,43.16
2534,2024-02-03,West,Home Office,Office Supplies,Paper,8,424.12,0.3,-2.65
2116,2024-02-03,South,Corporate,Technology,Machines,5,3074.93,0.0,741.31
1505,2024-02-03,West,Home Office,Office Supplies,Binders,1,43.42,0.0,3.24
2284,2024-02-04,East,Consumer,Office Supplies,Storage,9,240.27,0.1,41.53
394,2024-02-04,East,Home Office,Technology,Accessories,9,4093.35,0.2,130.16
2815,2024-02-04,South,Consumer,Technology,Phones,6,2852.66,0.0,733.01
2415,2024-02-04,North,Corporate,Technology,Machines,3,853.12,0.15,145.62
2766,2024-02-04,West,Consumer,Office Supplies,Paper,9,441.62,0.2,12.69
1672,2024-02-05,West,Consumer,Furniture,Chairs,9,2878.67,0.1,347.99
2753,2024-02-05,North,Corporate,Furniture,Chairs,6,1868.36,0.0,374.05
1789,2024-02-05,South,Corporate,Office Supplies,Binders,6,219.67,0.0,56.25
778,2024-02-05,East,Home Office,Technology,Machines,2,895.33,0.0,158.26
806,2024-02-05,South,Corporate,Technology,Accessories,4,2086.3,0.3,-15.28
233,2024-02-05,South,Corporate,Office Supplies,Paper,6,371.32,0.2,56.34
1332,2024-02-05,West,Consumer,Furniture,Bookcases,7,1819.95,0.1,401.9
313,2024-02-05,South,Corporate,Technology,Phones,4,1593.5,0.15,153.38
1425,2024-02-05,North,Corporate,Technology,Machines,5,1463.86,0.1,32.18
1440,2024-02-06,North,Corporate,Office Supplies,Storage,2,58.61,0.0,6.05
1034,2024-02-06,North,Corporate,Office Supplies,Binders,5,245.01,0.2,41.83
2582,2024-02-06,North,Home Office,Office Supplies,Binders,1,63.12,0.2,-3.29
675,2024-02-06,East,Corporate,Technology,Accessories,4,1354.16,0.0,121.21
75,2024-02-06,East,Consumer,Technology,Accessories,4,2210.92,0.1,9.85
219,2024-02-07,South,Corporate,Technology,Machines,9,4988.32,0.0,1654.47
248,2024-02-07,North,Home Office,Technology,Phones,5,1680.14,0.0,142.33
833,2024-02-07,South,Consumer,Office Supplies,Storage,2,55.01,0.1,14.54
1881,2024-02-08,South,Home Office,Office Supplies,Storage,9,287.48,0.1,43.46
282,2024-02-08,West,Home Office,Furniture,Chairs,7,1255.24,0.0,195.24
2703,2024-02-09,North,Consumer,Furniture,Tables,9,2547.67,0.0,303.31
2351,2024-02-09,East,Corporate,Office Supplies,Storage,4,129.75,0.0,37.97
740,2024-02-09,North,Corporate,Furniture,Chairs,5,1897.86,0.1,89.93
839,2024-02-09,East,Consumer,Office Supplies,Paper,5,186.84,0.0,28.46
2667,2024-02-09,West,Corporate,Furniture,Bookcases,2,582.38,0.0,161.15
1133,2024-02-09,South,Corporate,Technology,Accessories,3,1655.49,0.1,472.78
2447,2024-02-09,North,Consumer,Furniture,Bookcases,3,516.7,0.0,167.11
2327,2024-02-10,East,Corporate,Technology,Phones,6,2162.51,0.1,240.86
2730,2024-02-10,East,Corporate,Furniture,Chairs,4,1108.82,0.3,141.79
2303,2024-02-10,South,Home Office,Technology,Machines,9,4469.35,0.0,1289.18
1358,2024-02-10,East,Consumer,Office Supplies,Storage,3,170.53,0.1,15.59
123,2024-02-11,North,Consumer,Office Supplies,Binders,1,53.08,0.1,14.55
148,2024-02-11,North,Home Office,Technology,Accessories,4,2452.34,0.1,122.82
2629,2024-02-11,North,Home Office,Furniture,Tables,3,519.74,0.1,37.73
2111,2024-02-11,South,Corporate,Furniture,Chairs,1,377.1,0.1,70.46
1131,2024-02-11,North,Consumer,Office Supplies,Storage,9,328.24,0.1,-2.36
2320,2024-02-11,North,Home Office,Technology,Machines,8,3783.67,0.1,182.15
2522,2024-02-12,South,Consumer,Furniture,Tables,5,1261.01,0.0,119.25
386,2024-02-12,North,Consumer,Furniture,Tables,1,326.39,0.0,40.03
691,2024-02-12,East,Consumer,Office Supplies,Storage,4,139.91,0.1,31.27
2806,2024-02-12,North,Home Office,Furniture,Tables,1,381.6,0.0,101.04
657,2024-02-13,South,Home Office,Office Supplies,Binders,2,50.07,0.0,10.82
1842,2024-02-14,West,Corporate,Technology,Phones,4,2035.64,0.3,292.19
972,2024-02-14,West,Home Office,Furniture,Tables,4,1145.9,0.0,115.86
1028,2024-02-14,West,Corporate,Furniture,Chairs,2,508.53,0.15,54.39
1071,2024-02-15,West,Corporate,Furniture,Chairs,6,1591.45,0.15,194.88
1093,2024-02-15,South,Home Office,Office Supplies,Binders,6,293.7,0.0,31.1
185,2024-02-15,North,Corporate,Technology,Machines,8,2202.83,0.15,155.31
1658,2024-02-16,West,Home Office,Furniture,Chairs,7,2325.46,0.1,212.99
531,2024-02-17,East,Home Office,Office Supplies,Binders,6,224.56,0.1,32.43
2644,2024-02-17,North,Consumer,Technology,Accessories,8,2364.57,0.0,468.26
2027,2024-02-18,West,Home Office,Office Supplies,Binders,2,82.25,0.1,16.76
23,2024-02-18,East,Consumer,Technology,Phones,3,955.32,0.1,70.89
2588,2024-02-18,West,Consumer,Technology,Phones,3,1919.1,0.15,137.64
2808,2024-02-18,South,Corporate,Office Supplies,Paper,8,479.99,0.0,61.28
1471,2024-02-18,South,Corporate,Technology,Phones,4,1088.05,0.0,306.94
1653,2024-02-18,North,Corporate,Office Supplies,Binders,2,108.92,0.15,3.45
261,2024-02-19,West,Consumer,Technology,Machines,7,4012.2,0.1,976.57
630,2024-02-19,East,Consumer,Office Supplies,Storage,5,313.57,0.2,34.54
681,2024-02-19,East,Corporate,Furniture,Bookcases,3,979.02,0.0,186.58
1823,2024-02-20,North,Corporate,Office Supplies,Binders,3,186.25,0.15,29.4
2510,2024-02-20,East,Consumer,Office Supplies,Storage,4,181.82,0.1,25.54
1475,2024-02-20,West,Home Office,Technology,Machines,2,932.14,0.1,77.16
227,2024-02-20,East,Home Office,Office Supplies,Storage,4,140.56,0.2,29.31
507,2024-02-21,East,Home Office,Technology,Accessories,3,1603.1,0.0,387.52
2083,2024-02-21,South,Corporate,Office Supplies,Paper,3,91.02,0.0,10.83
1158,2024-02-22,East,Consumer,Technology,Phones,8,3590.0,0.1,216.45
1240,2024-02-22,North,Corporate,Furniture,Tables,1,231.69,0.1,64.31
523,2024-02-22,East,Corporate,Office Supplies,Paper,6,330.45,0.0,81.99
2685,2024-02-22,South,Corporate,Technology,Accessories,7,2319.87,0.1,592.03
1897,2024-02-22,East,Consumer,Office Supplies,Paper,2,66.62,0.3,6.15
2326,2024-02-23,West,Home Office,Office Supplies,Paper,1,60.14,0.3,5.3
111,2024-02-23,North,Corporate,Furniture,Chairs,3,830.19,0.1,193.65
1546,2024-02-23,South,Home Office,Office Supplies,Paper,7,253.7,0.15,43.54
2205,2024-02-23,West,Corporate,Office Supplies,Storage,3,109.79,0.0,6.81
1003,2024-02-23,North,Home Office,Furniture,Tables,1,383.31,0.3,55.29
2133,2024-02-24,West,Corporate,Office Supplies,Paper,9,333.66,0.0,23.53
1891,2024-02-24,North,Consumer,Technology,Accessories,5,1757.26,0.0,157.37
1136,2024-02-24,East,Home Office,Furniture,Tables,2,387.81,0.1,88.48
533,2024-02-24,West,Corporate,Office Supplies,Binders,9,347.72,0.0,40.16
1066,2024-02-24,North,Consumer,Furniture,Chairs,8,1328.17,0.0,371.46
290,2024-02-24,North,Home Office,Office Supplies,Paper,9,574.89,0.0,131.21
2424,2024-02-24,North,Corporate,Furniture,Chairs,2,304.78,0.15,40.06
2635,2024-02-25,West,Corporate,Furniture,Bookcases,6,1442.18,0.1,-13.98
787,2024-02-26,East,Home Office,Office Supplies,Storage,8,416.96,0.0,43.79
2426,2024-02-26,South,Consumer,Furniture,Chairs,1,153.15,0.0,15.5
2481,2024-02-26,East,Home Office,Technology,Phones,8,3363.76,0.2,-145.36
291,2024-02-26,South,Corporate,Office Supplies,Binders,9,440.18,0.2,80.38
615,2024-02-26,South,Consumer,Technology,Accessories,6,1907.86,0.2,188.49
1041,2024-02-26,South,Corporate,Office Supplies,Paper,1,55.84,0.1,12.73
1617,2024-02-26,South,Corporate,Office Supplies,Binders,6,158.99,0.0,15.98
2875,2024-02-27,South,Consumer,Office Supplies,Storage,9,483.0,0.0,56.45
2453,2024-02-27,North,Consumer,Technology,Machines,2,1039.31,0.0,156.13
1203,2024-02-28,South,Consumer,Office Supplies,Binders,8,197.91,0.1,39.99
1936,2024-02-28,North,Home Office,Office Supplies,Paper,7,367.3,0.15,40.2
1783,2024-02-29,West,Home Office,Office Supplies,Binders,8,414.27,0.15,53.36
2858,2024-02-29,West,Consumer,Technology,Accessories,4,1031.16,0.15,241.1
2492,2024-02-29,South,Home Office,Technology,Machines,7,2069.09,0.1,218.21
922,2024-02-29,East,Corporate,Office Supplies,Storage,5,277.01,0.2,26.69
2242,2024-02-29,East,Home Office,Technology,Machines,2,778.35,0.1,38.23
2841,2024-03-01,North,Home Office,Furniture,Bookcases,2,420.37,0.0,72.66
1465,2024-03-01,South,Home Office,Office Supplies,Paper,5,289.43,0.0,31.51
2778,2024-03-01,South,Consumer,Furniture,Chairs,1,152.13,0.0,34.41
1624,2024-03-01,West,Corporate,Office Supplies,Storage,7,357.1,0.1,-3.19
2109,2024-03-02,East,Corporate,Technology,Machines,2,986.39,0.2,220.72
2026,2024-03-02,West,Corporate,Furniture,Tables,8,1966.7,0.1,334.51
2002,2024-03-02,East,Corporate,Technology,Accessories,7,3277.55,0.2,-36.83
2936,2024-03-02,North,Home Office,Office Supplies,Storage,7,353.1,0.15,11.92
503,2024-03-02,West,Corporate,Office Supplies,Storage,6,163.55,0.1,12.72
1815,2024-03-03,East,Consumer,Furniture,Bookcases,8,2810.19,0.1,718.35
2247,2024-03-03,East,Consumer,Technology,Accessories,1,488.82,0.0,126.3
62,2024-03-03,East,Consumer,Office Supplies,Paper,3,134.71,0.0,9.84
2004,2024-03-03,East,Corporate,Technology,Phones,9,5257.03,0.3,111.16
1494,2024-03-04,East,Consumer,Technology,Accessories,7,2066.48,0.15,286.91
2340,2024-03-04,West,Consumer,Furniture,Chairs,2,495.52,0.1,143.23
1199,2024-03-04,North,Consumer,Furniture,Chairs,5,1703.32,0.0,204.84
1736,2024-03-05,East,Home Office,Office Supplies,Binders,1,51.89,0.3,-6.53
1697,2024-03-05,North,Consumer,Furniture,Bookcases,4,1330.54,0.0,285.93
1142,2024-03-06,West,Home Office,Furniture,Tables,5,1620.99,0.1,207.67
1502,2024-03-07,East,Consumer,Technology,Phones,8,4710.87,0.2,989.97
2739,2024-03-07,East,Corporate,Office Supplies,Binders,9,328.53,0.3,52.79
2203,2024-03-07,West,Corporate,Furniture,Bookcases,7,2390.19,0.0,564.42
474,2024-03-07,South,Home Office,Technology,Machines,6,2243.71,0.1,589.82
462,2024-03-10,West,Corporate,Technology,Phones,9,5748.51,0.1,134.2
792,2024-03-10,West,Home Office,Technology,Phones,1,578.22,0.1,1.18
1192,2024-03-10,South,Consumer,Technology,Machines,4,1586.2,0.2,3.28
2892,2024-03-10,West,Consumer,Furniture,Bookcases,5,1898.46,0.0,588.59
967,2024-03-10,North,Home Office,Technology,Accessories,8,3280.01,0.0,424.8
2521,2024-03-10,East,Consumer,Furniture,Tables,3,585.18,0.1,82.81
1390,2024-03-10,South,Home Office,Technology,Accessories,9,3719.07,0.15,55.04
2592,2024-03-10,East,Consumer,Office Supplies,Storage,1,54.91,0.3,-6.2
785,2024-03-10,North,Consumer,Office Supplies,Binders,4,182.94,0.0,19.13
2367,2024-03-11,North,Consumer,Technology,Accessories,8,2783.48,0.15,687.89
2480,2024-03-11,North,Consumer,Furniture,Chairs,7,2440.39,0.15,599.8
2533,2024-03-11,East,Corporate,Technology,Phones,2,1055.59,0.2,-26.26
2932,2024-03-11,North,Consumer,Office Supplies,Storage,6,303.89,0.1,53.71
2,2024-03-11,East,Corporate,Technology,Phones,6,3427.8,0.0,350.08
2624,2024-03-11,North,Corporate,Office Supplies,Binders,7,190.46,0.2,-8.72
1146,2024-03-11,North,Corporate,Technology,Machines,4,2277.36,0.15,448.62
1628,2024-03-12,West,Corporate,Technology,Accessories,5,3055.28,0.1,884.97
2686,2024-03-12,East,Home Office,Furniture,Bookcases,6,1820.4,0.0,255.23
745,2024-03-12,South,Corporate,Office Supplies,Storage,9,475.19,0.15,12.22
932,2024-03-12,West,Corporate,Technology,Phones,7,4011.0,0.2,229.35
771,2024-03-13,West,Consumer,Office Supplies,Binders,9,360.96,0.0,106.13
326,2024-03-13,North,Home Office,Technology,Accessories,9,5305.95,0.0,626.14
229,2024-03-14,West,Consumer,Technology,Machines,8,2559.49,0.0,564.47
2191,2024-03-14,North,Consumer,Furniture,Bookcases,9,3274.53,0.3,409.76
1512,2024-03-15,East,Corporate,Office Supplies,Paper,6,184.23,0.2,40.2
1484,2024-03-15,North,Consumer,Office Supplies,Paper,3,80.36,0.1,5.28
1715,2024-03-15,North,Corporate,Office Supplies,Binders,5,254.8,0.0,47.45
2827,2024-03-16,East,Home Office,Office Supplies,Binders,9,274.26,0.1,72.35
674,2024-03-16,North,Consumer,Office Supplies,Binders,8,215.31,0.3,-2.51
2213,2024-03-16,West,Consumer,Furniture,Tables,5,759.43,0.0,102.06
962,2024-03-16,West,Corporate,Technology,Machines,8,3364.95,0.1,660.34
1069,2024-03-16,East,Corporate,Office Supplies,Paper,3,93.88,0.3,9.06
201,2024-03-17,West,Consumer,Office Supplies,Storage,8,265.85,0.3,14.59
2541,2024-03-17,South,Consumer,Office Supplies,Storage,8,341.28,0.2,15.49
1303,2024-03-17,South,Consumer,Office Supplies,Storage,2,106.53,0.0,10.93
487,2024-03-17,West,Home Office,Technology,Accessories,2,1103.49,0.1,201.17
2269,2024-03-17,South,Home Office,Technology,Phones,1,257.12,0.15,27.22
1441,2024-03-18,West,Consumer,Office Supplies,Storage,4,188.47,0.1,7.18
928,2024-03-18,West,Home Office,Office Supplies,Paper,8,376.16,0.1,54.35
1230,2024-03-18,North,Corporate,Technology,Accessories,8,2412.72,0.15,471.83
415,2024-03-19,South,Consumer,Office Supplies,Paper,2,114.35,0.0,37.18
631,2024-03-20,North,Home Office,Office Supplies,Binders,7,373.21,0.1,107.32
2857,2024-03-20,South,Consumer,Office Supplies,Paper,4,103.4,0.0,8.44
1873,2024-03-20,North,Home Office,Technology,Machines,5,1805.01,0.0,297.63
2152,2024-03-20,East,Corporate,Office Supplies,Paper,6,197.13,0.0,27.74
564,2024-03-20,West,Home Office,Office Supplies,Storage,7,392.15,0.2,47.29
